Brand,Product name (English),Product name (Korean)
HP,HP Omen Max 16 (Intel Core Ultra 9 / RTX 5070 / 1TB / 32GB / Ceramic White) 16-ah0166TX,"HP 2025 오멘 맥스 16 코어Ultra9 인텔 14세대 지포스 RTX 5070,Ceramic White,Ceramic White,16-ah0166TX,16-ah0166TX,1TB,1TB,32GB,32GB,WIN11 Pro,WIN11 Pro"
Post,[Post] Protein Bar 500g (10pk × 3) + Criccio Cookie 30g,[포스트] 단백질바 500g 10입 3개 + 크리치오 쿠키 30g +option+ 크리치오 쿠키 30g
LEGO,LEGO Speed Champions McLaren F1 Team MCL38 Race Car 77251,"레고 스피드 챔피언 McLaren F1 Team MCL38 레이스 카 77251,혼합색상,혼합색상,1개,1개"
BenQ,BenQ ScreenBar Halo 2 e-Reading Lamp (Dark Gray),"벤큐 스크린바 헤일로2 아이케어 e리딩 램프,다크 그레이,다크 그레이,1개,1개"
Roborock,Roborock H1 Lite Washer Dryer Combo WD10002RR4ZKR (10kg + 6kg),"[10% 환급가전] 로보락 H1 Lite 올인원 세탁건조기 WD10002RR4ZKR 10kg + 6kg 방문설치,WD10002RR4ZKR,WD10002RR4ZKR,그레이,그레이"
Microsoft,Microsoft Surface Pro 11 Snapdragon X Plus + Keyboard (Black),"마이크로소프트 2024 서피스 프로 11 스냅드래곤 X 플러스 + 키보드,노트북 블랙 + 키보드 블랙,노트북 블랙 + 키보드 블랙,512GB,512GB,16GB,16GB,WIN11 Home,WIN11 Home,노트북(ZHY-00033), 키보드(EP2-00439),노트북(ZHY-00033), 키보드(EP2-00439)"
Hill's Science Diet,"Hill’s Science Diet Adult Small Bites Dog Food (Weight Maintenance, 12kg)","힐스사이언스다이어트 강아지 어덜트 스몰 바이트 기능성 사료,다이어트(체중유지),다이어트(체중유지),12kg,12kg,1개,1개"
Sennheiser,Sennheiser IE900 Audiophile Wired In-Ear Earphones,"젠하이저 인이어 하이엔드 오디오필 유선 이어폰,IE900,IE900,혼합색상,혼합색상"
Logitech,Logitech PRO TKL GX Blue Mechanical Gaming Keyboard (Blue Switch),"로지텍 PRO TKL GX BLUE 기계식 게이밍 유선 텐키리스 키보드,혼합색상,혼합색상,YU0039,YU0039,청축,청축"
3M,3M X3A Industrial Noise Reduction Earmuffs,"쓰리엠 X3A 공장 소음차단 청력보호 귀덮개,1개입,1개입,1개,1개"
Kleenex,Kleenex Soft Touch Facial Tissue (250 Sheets × 8),"크리넥스 소프트터치 미용티슈 각티슈/미용티슈,250매,250매,8개,8개"
Rinnai,Rinnai 3-Burner Gas Cooktop INBS661DJ (560×430) LNG,"린나이 3구 가스쿡탑 INBS661DJ (560x430),LNG,LNG,도시가스,도시가스"
Misura,Misura Whole Wheat Spaghetti 500g,"미주라 통밀 스파게티,500g,500g,1개,1개"
Nespresso,Nespresso Vertuo Discovery Selection (100 Capsules),네스프레소 버츄오 디스커버리 셀렉션 +option+ 버츄오 디스커버리 셀렉션(100캡슐)
Beurer,Boyeuler Cozy Electric Heating Pad UB 65 (80×150cm),"보이러 코지 전기요 UB 65,화이트,화이트,1인용(80cm x 150 cm),1인용(80cm x 150 cm)"
Logitech,Logitech G502 HERO Gaming Mouse (Import Model),로지텍 G502 HERO (병행수입)
De'Longhi,De'Longhi Authentica ETAM29.510.SB,드롱기 오텐티카 ETAM29.510.SB (일반구매)
illy,illy Nespresso-Compatible Decaf Capsules (10ct × 4),"일리 네스프레소 호환 디카페인 캡슐커피,5.7g,5.7g,10개입,10개입,4개,4개"
3M,"3M Micropore Paper Tape (2.5cm × 910cm, Pack of 12)","쓰리엠 마이크로포 종이반창고,2.5 x 910 cm,2.5 x 910 cm,12개,12개"
Fissler,Fissler Paris 5-Piece Cookware Set [C],휘슬러 파리 5종 냄비세트[C]
Now Foods,NOW Foods Milk Thistle 60 Capsules × 3,나우푸드 실리마린 60캡슐 3박스 6개월분
Britax,Britax Dualfix Pro Luxe i-Size Car Seat (Soft Taupe),브라이텍스 듀얼픽스 프로 럭스 아이사이즈 신생아 유아 아기 회전형 카시트 ISOFIX +option+ 소프트토프
Rausch,Rausch Coltsfoot Anti-Dandruff Shampoo 200ml × 3,[도착보장][라우쉬] 콜츠푸트 비듬각질 두피 가려움 샴푸 200ml X 3개
Balmuda,Balmuda Moon Kettle KPT02KR (White),발뮤다 문케틀 KPT02KR (화이트)
Kapod,Kapod Dual-Core Laundry Capsules Indoor-Dry Formula (42 pods + Bonus 5pc ×2),"카포드 듀얼코어 캡슐세제 실내건조용(42개입),캡슐세제 5개입x2팩 증정 +option+ 실내건조 42개입x1+카포드 5개입x2팩"
DJI,DJI Mic Mini Wireless System (1TX + 1RX),"DJI Mic Mini 1 TX + 1 RX 무선 마이크,단일색상,단일색상,단일상품,단일상품"
LEGO,LEGO Technic Lamborghini Sián FKP 37 (42115),레고 테크닉 42115 람보르기니 시안 FKP 37[레고공식]
illy,illy Ground Decaf Espresso 250g,"일리 디카페인 그라운드 분쇄원두,에스프레소,에스프레소,250g,250g,1개,1개"
LEGO,LEGO Minifigures F1 Collector Race Car Set 71049 (36-Pack),"레고 미니피겨 71049 F1 소장용 레이스 카 36p 세트,혼합색상,혼합색상,1세트,1세트"
Bosch,Bosch ARM 37 Electric Lawn Mower,"보쉬 전기 잔디깍기 ARM 37,1개,1개"
MegaHouse,MegaHouse G.E.M. Series Palm-Sized Sakata Gintoki (Gintama),(도착보장) 메가하우스 G.E.M. 시리즈 손바닥 긴상 (사카타 긴토키) / 은혼
TCL,iFalcon FHD HDR Smart TV (40-inch) Model 40S55,"[10% 환급가전] 아이팔콘 FHD HDR 스마트TV,105cm(40인치),105cm(40인치),40S55,40S55,스탠드형,스탠드형,고객직접설치,고객직접설치"
Colgate,Colgate Cavity Protection Toothpaste 175g (Regular ×4 + Cool Mint ×4),[175g]콜게이트 캐비티프로텍션 불소치약 레귤러4개+쿨민트4개 +option+ 175g 쿨민트 8개
Dreammi,Dreamme Matrix 10 Ultra (White),드리미 Matrix 10 Ultra (화이트)
Dentiste,Dentiste New Plus White Toothpaste 200g ×2 + 20g ×2,덴티스테 치약 뉴플러스화이트 200g 2개+20g 2개 입냄새제거 무불소
Dibea,"Dibea Wireless Stick Vacuum THE NEW (BLDC Full Package, White)","2025년 최신형 디베아 무선 스틱 청소기 BLDC 최강 흡입력 풀구성 모터 A/S10년 THE NEW,디베아 차이슨 THE NEW,디베아 차이슨 THE NEW,화이트,화이트"
ASUS,ASUS TUF Gaming A16 FA608PP-QT028 (WIN11 / 64GB RAM / 2TB SSD),ASUS TUF Gaming A16 FA608PP-QT028 WIN11 64GB램 (SSD 2TB)
Bear Grylls,BearGrix Thick Yogurt Maker 2.4L,베어그릭스 대용량 유청분리기 꾸덕메이커 2.4L 그릭요거트만들기 메이커베어그릭스 2.4L 꾸덕메이커?
Dyson,Dyson Cool Air Purifier PC2 546436-01 (Nickel/Gold),"다이슨 쿨 공기청정기 PC2 546436-01,니켈 + 골드,니켈 + 골드,546436-01,546436-01"
Instax,Instax Mini Camera Film 50-Pack (Random Accessories Included),"인스탁스 미니 카메라필름 50p + 구성품 랜덤발송,단일상품,단일상품,1세트,1세트"
Krüger,3rd Generation Dual-Head Industrial Fan 40cm (Uyuni White),"3세대 초강력 듀얼헤드 40센치 업소용 대형 선풍기,공업용 선풍기 (우유니화이트),공업용 선풍기 (우유니화이트)"
Narwal,Narwal S30 Pro,나르왈 S30 Pro
Global,Global Knife G-46 Santoku Knife 18cm,[N배송] 글로벌나이프 G-46 산도쿠 나이프 18cm 주방칼 다용도식도
Gillette,Gillette Deep Cleansing Bar Razor Set (1 Handle + 2 Cartridges),"질레트 딥클렌징바 면도기 핸들1입 + 면도날2입 세트,1세트,1세트"
La Roche-Posay,La Roche-Posay Hyalu B5 Serum 30ml,[라로슈포제] 히알루 B5 세럼 30ml
Pax (PAX),Fashy Hot Water Bottle 0.8L with Poly Cover,"파쉬 물주머니 핫팩 0.8L + 폴리커버,1개,1개"
ZOTAC,ZOTAC GAMING ZONE (512GB),ZOTAC GAMING ZONE (512GB)
Libero,"Libero Touch Baby Diapers (Size 6, 108 Count)","리베로 터치 기저귀 유아용,108매,108매,6단계,6단계"
OK Baby,OKBaby Onda Baby Plus Bath Tub (Milky Rose),오케이베이비 온다베이비 플러스 유아 신생아 아기욕조 (+천연해면 실크파인5') +option+ NEW?플러스 밀키로즈
Starbucks,Starbucks Glow-in-the-Dark Glass 300ml,[스타벅스] 사유의 방 야광 글라스 300ml
XXIO,Dunlop Korea XXIO 13 Pearl White Women’s 7-Iron Set (Carbon L Flex),던롭코리아 젝시오13 펄 화이트 여성 카본 7아이언세트 +option+ 여성카본 L
Naturehike,"Naturehike Double Fine 6.0 Self-Inflating Mattress (200×132×6cm, Beige)","네이처하이크 더블 파인 6.0 자충매트,베이지,베이지,200 x 132 x 6 cm,200 x 132 x 6 cm"
PING,PING G430 Hybrid 2023 (Genuine),핑 G430 하이브리드 2023년 +option+ 정품
Mares,"Mares New Clipper Fins (White, EU 35–36 / 230–235mm)","마레스 뉴클리퍼 오리발,화이트,화이트,EU 35-36 230-235mm,EU 35-36 230-235mm"
Fissler,Fissler Vitaquick Premium Pressure Cooker 18cm 2.5L (+ Stainless Spoon),휘슬러 비타빗 프리미엄 압력솥 18cm 2.5L+ 스텐주걱 증정
Fissler,Fissler Modern Cutlery 2-Person Set (2 Spoons + 2 Chopsticks),"휘슬러 모던 커트러리 2인 수저세트,단일 색상,단일 색상,숟가락 2p + 젓가락 2p,숟가락 2p + 젓가락 2p,1세트,1세트"
PUMA,Cobra Aerojet Driver (9° S Flex),(코브라) 에어로젯 드라이버 +option+ (에어로젯) 9도 (S)
Global,Global Knife GKS-210 Kitchen Scissors (Ambidextrous),[N배송] 글로벌나이프 GKS-210 주방가위 양손가위
Dell,Dell Alienware QHD 280Hz 0.03ms QD-OLED Monitor AW2725D,"델 QHD 에일리언웨어 280Hz 0.03ms QD-OLED 게이밍 모니터,678.2mm,678.2mm,AW2725D,AW2725D"
Alpecin,Alpecin C1 Caffeine Shampoo 375ml ×2,알페신 카페인 샴푸 C1 375ml 2개입 +option+ C1 375ml 2개입
Schick,Schick Intuition Variety Edition Hair Removal Set (Purple),쉬크 인튜이션 버라이어티 곰돌찡/토끼찡 에디션 제모기 5종 택1(샤워퍼프 2종/단품 2종/일반1종) 퍼플(곰돌찡)
Tempur,TEMPUR Original Pillow M,[본사정품] 템퍼 오리지날 베개 M
Bacha Coffee,Bacha Coffee Navigator Drip Bag Set (25ct),[바샤커피] 네비게이터 커피 드립백 세트 (25개입) +option+ O 랩팽페이퍼+리본(쇼핑백미제공)
Acer,Acer Swift Go 16 (Ryzen 7 AI 300 Series / 1TB / 32GB / Silver) SFG16-61-R0UV,"에이서 2025 스위프트 고 16 라이젠7 라이젠 AI 300 시리즈,실버,실버,1TB,1TB,32GB,32GB,WIN11 Home,WIN11 Home,SFG16-61-R0UV,SFG16-61-R0UV"
Logitech,Logitech M185 Wireless Mouse (Gray),로지텍 M185 (정품) (그레이)
Micron,Micron Crucial BX500 (240GB),마이크론 CRUCIAL BX500 아스크텍 (240GB)
Shimomura,Super Food Slicer SFS102,"슈퍼 푸드 슬라이서(SFS102),단일색상,단일색상,1개,1개"
Maxforce,Bayer Maxforce Select Easy Gel Cockroach Bait 20g,"바이엘 맥스포스 셀렉트 이지겔 바퀴벌레약,1개,1개,20g,20g"
Husqvarna,Husqvarna 350iB Cordless Leaf Blower (Battery/Charger Optional),허스크바나 무선 대포 낙엽 제설 세차 충전 송풍기 350iB본체 블로워 60cc엔진급 +option+ 350iB（배터리 충전기는 추가상품 선택）
Britax,Britax Dualfix Pro Luxe i-Size Car Seat (Warm Caramel),브라이텍스 듀얼픽스 프로 럭스 아이사이즈 신생아 유아 아기 회전형 카시트 ISOFIX +option+ 웜카라멜
Greenies,Greenies Tiny Sweet Potato 1.02kg (Dog Treats),그리니즈 티니 고구마 130개입 1.02kg 강아지간식 +option+ 그리니즈 티니 고구마 1.02kg :: 1.그리니즈 다용도 펫 타올
De'Longhi,De'Longhi Icona CTO2003 (Blue),드롱기 아이코나 CTO2003 (블루)
LEGO,LEGO Technic 42171 Mercedes-AMG F1 W14 E Performance,"레고 테크닉 42171 Mercedes AMG F1 W14 E Performance,혼합색상,혼합색상,1개,1개"
Global,Global Knife G-913/SB Three-Wheel Water Sharpener (Silver),[N배송] 글로벌나이프 G-913/SB 3휠 워터샤프너 실버 숯돌 칼갈이
DuoDERM,DuoDERM Extra Thin Dressing 10.16×10.16cm (3 Pack),"듀오덤 콘바텍 엑스트라 씬 드레싱 습윤 밴드 3p,10.16 x 10.16 cm,10.16 x 10.16 cm,1개,1개"
OSRAM,OSRAM LED Round Motion Sensor Light 243mm 15W,"오스람 LED 원형 센서등 243mm 15W,주광색,주광색,1개,1개"
Staub,Staub Baby Wok 16cm (Black),ST311723 스타우브 베이비웍 블랙 16cm
Carna4,Carna4 Duck Oven-Baked Air-Dried Dog Food 1.36kg,"그레인프리 덕 카르나4 독 오븐베이크 에어드라이 강아지사료 오리고기, 1.36kg, 1개"
TaylorMade,TaylorMade Qi35 Men's Driver (Diamana Blue / 9° / TM50 S),테일러메이드코리아 Qi35 남성 드라이버(DIAMANA BLUE) +option+ 9도 DIA BL TM50 S
Spam,SPAM Gift Set 12C,"스팸 12C호 세트 + 쇼핑백,5세트,5세트"
Adidas Fitness,"Adidas Performance Knee Sleeve (Black/White, Size M)",1+1 아디다스 퍼포먼스 무릎보호대 니슬리브 배구 헬스 축구 러닝 농구 운동 등산 테니스 +option+ 퍼포먼스 :: 무릎 보호대(블랙/화이트) :: M(2개입)
Dreammi,Dreamme X50s Pro Ultra (Black),드리미 X50s Pro Ultra (블랙)
HP,HP OMEN 16L Desktop (Ultra 5 / RTX 5060 / 32GB / 512GB / Win11),"HP 2025 오멘 데스크탑 16L 코어Ultra5 지포스 RTX 5060,Snow white,Snow white,TG03-0007KR,TG03-0007KR,32GB,32GB,512GB,512GB,WIN11 Home,WIN11 Home"
Krüger,Cordless Dual-Power Spray Mop (Luxury White Premium),"4세대 무선 듀얼파워 물걸레 청소기 LED 자동분사 저소음,럭셔리화이트 프리미엄,럭셔리화이트 프리미엄"
Klorane,Klorane Pomegranate Color Protection Shampoo 400ml,"클로란 석류 컬러 프로텍션 샴푸,400ml,400ml,1개,1개"
Panasonic,Panasonic Body Trimmer ER-GK80,"[정식발매] 파나소닉 바디트리머 ER-GK80,1개,1개"
Lenovo,Lenovo IdeaPad Slim 3 15ABR8 Ryzen 7 / 512GB / 16GB (Arctic Grey),"레노버 2024 아이디어패드 슬림 3 15ABR8 라이젠7 라이젠 5000 시리즈,ARCTIC GREY,ARCTIC GREY,512GB,512GB,16GB,16GB,Free DOS,Free DOS,82XM00PMKR,82XM00PMKR"
PING,PING G430 MAX 10K Driver (10.5° SR Flex),삼양인터내셔날 핑 G430 MAX 10K 드라이버 +option+ 선택1_10.5도 SR
Logitech,Logitech MX Master 3S Wireless Mouse (White),"로지텍 MX MASTER 3S 무선 마우스,MR0077,MR0077,화이트(마우스),화이트(마우스)"
Microsoft,Microsoft Surface Pro 11 Snapdragon X Elite + Keyboard + Slim Pen 2 (1TB / Black),"마이크로소프트 2024 서피스 프로 11 스냅드래곤 X 엘리트 + 키보드 + 슬림펜 2 세트,블랙,블랙,1TB,1TB,16GB,16GB,WIN11 Home,WIN11 Home,노트북(ZIB-00032), 키보드+슬림펜2(8X6-00184),노트북(ZIB-00032), 키보드+슬림펜2(8X6-00184)"
Lenovo,Lenovo Legion 5 15AKP10 Ryzen 7 / RTX 5070 / 1TB / 32GB (Black),"레노버 2025 리전 5 15AKP10 라이젠7 라이젠 300 시리즈 지포스 RTX 5070,이클립스 블랙,이클립스 블랙,1TB,1TB,32GB,32GB,WIN11 Home,WIN11 Home,83F1001VKR,83F1001VKR"
Audio-Technica,Audio-Technica AT-LP120XUSB Direct-Drive USB Turntable (Silver),"오디오테크니카 모터 구동 다이렉트 드라이브 USB 턴테이블,AT-LP120XUSB(SILVER),AT-LP120XUSB(SILVER)"
FLOSS,Flos Luminator Floor Lamp (Antracite Black),플로스 루미네이터 램프 / Flos Luminator Floor Lamp +option+ ANTRACITE (BLACK)
Heroine Make,Heroine Make Smooth Liquid Eyeliner N (Brown ×2),"히로인메이크 스무스 리퀴드 아이라이너 N 0.4ml,브라운,브라운,2개,2개"
The Body Shop,The Body Shop White Musk Eau de Toilette 60ml,"더바디샵 화이트 머스크 오 드 뚜왈렛,60ml,60ml,1개,1개"
illy,Illy Decaffeinato Espresso Ground Capsules (10 Pack),"일리 디카페이나토 에스프레소 그라운드 캡슐커피,5.7g,5.7g,10개입,10개입,1개,1개"
Instax,Instax Mini Film 50-Pack + Random Photo Chair + Album Set,"인스탁스 미니필름 50p + 포토체어 랜덤발송 + GL앨범 세트,1세트,1세트,단일상품,단일상품"
Chloé,Chloé Eau de Parfum 75ml,[끌로에 공식] EDP 75 mL
L'Oréal Paris,L’Oreal Elnett Satin Hair Spray 500ml,"로레알 에르네뜨 샤땡 헤어스프레이,500ml,500ml,1개,1개"
Toshiba,Toshiba Canvio Basics 3 External HDD 2TB (Black),"도시바 CANVIO BASICS 3 외장하드,2TB,2TB,블랙,블랙"
AMT,AMT Sharp 20cm Stockpot 316Ti Stainless Steel,AMT 샤프 20cm 양수 냄비 316Ti 스텐 통5중
Bioderma,Bioderma Atoderm Intensive Balm 500ml,바이오더마 아토덤 인텐시브 밤 500ml
Herman Miller,Herman Miller Saucer Bubble Pendant (Medium),허먼밀러 소서 버블 펜던트 / Herman Miller Saucer Bubble Pendant +option+ Medium
Microsoft,Microsoft Surface Pro 11 Snapdragon X Plus (ZHY-00033 / 512GB / 16GB / Black),"마이크로소프트 2024 서피스 프로 11 스냅드래곤 X 플러스 ZHY-00033,블랙,블랙,512GB,512GB,16GB,WIN11 Home,WIN11 Home,ZHY-00033,ZHY-00033"
Bang & Olufsen,Bang & Olufsen Beoplay EX,뱅앤올룹슨 BEOPLAY EX (정품)
Titleist,Titleist Pro V1X Golf Balls (12-Pack / White),"타이틀리스트 골프공 4피스 PRO V1X,화이트,화이트,12개입,12개입,1개,1개"
Epson,Epson L6370 EcoTank Printer,Epson 정품 무한 L6370 (무한잉크)
Nespresso,Nespresso Original Bestseller Selection (150 Capsules),네스프레소 오리지널 베스트셀러 셀렉션(150캡슐) +option+ 오리지널 베스트셀러 셀렉션(150캡슐)
La Roche-Posay,La Roche-Posay Cicaplast Toner 200ml ×2,[라로슈포제] 시카플라스트 토너 200ml X2
Instax,Fujifilm Instax Mini Film 10 Sheets + Random Bonus Gifts,"후지 인스탁스 미니필름 1P 10장 + 구성품 2종 랜덤발송,단일상품,단일상품,1세트,1세트"
Staub,Staub Aladdin Pot 24cm (Black),꼬깔손잡이증정 ST3152423 스타우브 알라딘 팟 블랙 24cm
LEGO,LEGO Harry Potter Hogwarts Castle & Grounds 76419,"레고 해리포터 호그와트 TM 캐슬과 정원 76419,혼합색상,혼합색상,1개,1개"
Corelle,Corelle Cinnamoroll 2-Person 9-Piece Dinner Set,코렐 시나모롤 2인 9P 한국형 세트
PING,PING G430 MAX Fairway Wood (5 Wood / 18° / ALTA J CB Black / S),삼양인터내셔날 핑 G430 MAX 페어웨이우드 (ALTA J CB BLACK) +option+ MAX_5번 18도 S
Avène,Avene Cleanance Cleansing Gel 400ml + 15ml ×2,[슈퍼적립] 아벤느 클리낭스 클렌징 젤 400ml + 15ml x 2개 증정 (약산성 지성 수분 젤 클렌저)
Starbucks,Starbucks Sayeuui Bang Shion Mug 237ml,[스타벅스] 사유의 방 시온 머그 237ml
ChildLife,ChildLife Kids Liquid Calcium + Magnesium + Vitamin D + DHA Gift Set,차일드라이프 선물세트 어린이 유아 칼마디 액상칼슘마그네슘 비타민D DHA
Instax,Instax Mini Film 80-Pack + Random Photo Chair + Album Set,"인스탁스 즉석 미니필름 80p + 포토체어 색상랜덤발송 + GL앨범,단일 상품,단일 상품,1세트,1세트"
Alpicool,Alpicool Portable Camping Refrigerator 35L (Black Edition),"알피쿨 차량용 캠핑 냉장고,35L,블랙에디션,블랙에디션"
ASUS,ASUS ROG Zephyrus G16 Ultra 9 / RTX 5080 / 2TB / 64GB (Eclipse Grey),"에이수스 2025 ROG 제피러스 G16 코어Ultra9 지포스 RTX 5080,이클립스 그레이,이클립스 그레이,2TB,2TB,64GB,64GB,WIN11 Home,WIN11 Home,GU605CW-QR115W,GU605CW-QR115W"
CIAO Churu,INABA Ciao Churu Variety Pack 80p (Tuna),"이나바 챠오츄르 제이타크 버라이어티 짜먹는 간식 80p,참치,참치,1개,1개,1.12kg,1.12kg"
Adidas Fitness,Adidas Aeroready Sports Headband (Black),아디다스 에어로레디 스포츠 헤드밴드 안정적 착용감 헤어밴드 운동 머리끈 등산 런닝 테니스 +option+ 블랙
Bioderma,Bioderma Cicabio Cream+ 40ml,바이오더마 시카비오 크림+ 40ml(딥 리페어 크림)
Philips,Philips SkinIQ 7000 S7887/72 Electric Shaver,"필립스 SkinIQ 7000 시리즈 전기면도기,S7887/72,S7887/72,다크 크롬,다크 크롬"
Tefal,Tefal Magic Hands Induction Crem Pistachio 5pc Set,[컬러선택] 테팔 매직핸즈 인덕션 크렘 드 피스타치오 5p 프라이팬 냄비 세트 +option+ 크렘 드 버터5p
Skippy,Skippy No Sugar Added Creamy Peanut Butter 454g,"스키피 대상 노슈거에디드 땅콩버터잼 크리미,454g,454g,1개,1개"
Uriage,Uriage Stick Levres Twin Pack (4g + 4g),유리아쥬 스틱레브르 무향 더블기획 (4g+4g)
Starbucks,Starbucks SS Signature Dante Tumbler 710ml,[스타벅스] SS 시그니처 단테 텀블러 710ml
PING,PING G430 Hybrid (4 Hybrid / 22° / SR / ALTA J CB Black),삼양인터내셔날 핑 G430 하이브리드(ALTA J CB BLACK) +option+ 4번 22도 SR
HP,HP Z2 Mini G1a Ryzen AI Workstation (1TB / 128GB RAM / Win11 Pro / Black),"HP 2025 Z2 미니 워크스테이션 G1a 라이젠 AI 라이젠 AI 300 시리즈,블랙,블랙,G1a-A74WTAV,G1a-A74WTAV,1TB,1TB,128GB,128GB,WIN11 Pro,WIN11 Pro"
Amazfit,Amazfit Balance 2,어메이즈핏 밸런스2 (정품)
Philips,Philips 2000 Series Air Fryer 4.2L (NA220/00),"필립스 2000 시리즈 에어프라이어 4.2L,NA220/00,NA220/00,매트블랙,매트블랙"
Lenovo,Lenovo Yoga Book 9 Ultra 9 / 1TB / 32GB (Tidal Teal),"레노버 2025 요가북 9 14IAH10 코어Ultra9 인텔 14세대,Tidal Teal,Tidal Teal,1TB,1TB,32GB,32GB,WIN11 Home,WIN11 Home,83KJ000HKR,83KJ000HKR"
Kyocera,Josera Dog Poultry Menu 12.5kg + Bonus Pack,요세라독 폴트리메뉴 12.5kg 독일 강아지 사료 중형견 대형견 대용량 리트리버 진도 +option+ 폴트리메뉴 (닭칠면조오리) 사료 :: 12.5kg+소포장사료 1개
